ஃ x 
ஒன்றினை ʷo̞n̺d̺ʳɪn̺ʌɪ̯ 
ஒன்றினையும் ʷo̞n̺d̺ʳɪn̺ʌjɪ̯ɨm 
ஒன்றின் ʷo̞n̺d̺ʳɪn̺ 
ஒன்றிய ʷo̞n̺d̺ʳɪɪ̯ə 
ஒன்றியக் ʷo̞n̺d̺ʳɪɪ̯ʌk 
ஒன்றியக்குழு ʷo̞n̺d̺ʳɪɪ̯ʌkkɨ˞ɻɨ 
ஒன்றியங்களில் ʷo̞n̺d̺ʳɪɪ̯ʌŋgʌ˞ɭʼɪl 
ஒன்றியங்களை ʷo̞n̺d̺ʳɪɪ̯ʌŋgʌ˞ɭʼʌɪ̯ 
ஒன்றியத்திற்கு ʷo̞n̺d̺ʳɪɪ̯ʌt̪t̪ɪrkɨ 
ஒன்றியத்தில் ʷo̞n̺d̺ʳɪɪ̯ʌt̪t̪ɪl 
ஒன்றியம் ʷo̞n̺d̺ʳɪɪ̯ʌm 
ஒன்றிரண்டு ʷo̞n̺d̺ʳɪɾʌ˞ɳɖɨ 
ஒன்றிற்காக ʷo̞n̺d̺ʳɪrkɑːxə 
ஒன்றிற்கு ʷo̞n̺d̺ʳɪrkɨ 
ஒன்றிலிருந்து ʷo̞n̺d̺ʳɪlɪɾɨn̪d̪ɨ 
ஒன்றில் ʷo̞n̺d̺ʳɪl 
ஒன்று ʷo̞n̺d̺ʳɨ 
ஒன்றுகூடும் ʷo̞n̺d̺ʳɨxu˞ːɽʊm 
ஒன்றுக்கு ʷo̞n̺d̺ʳɨkkɨ 
ஒன்றுக்கொன்று ʷo̞n̺d̺ʳɨkko̞n̺d̺ʳɨ 
ஒன்றுசேர்க்க ʷo̞n̺d̺ʳɨseːrkkə 
ஒன்றுடன் ʷo̞n̺d̺ʳɨ˞ɽʌn̺ 
ஒன்றுதான் ʷo̞n̺d̺ʳɨðɑːn̺ 
ஒன்றுபடுவோம் ʷo̞n̺d̺ʳɨβʌ˞ɽɨʋoːm 
ஒன்றுபட்டு ʷo̞n̺d̺ʳɨβʌ˞ʈʈɨ 
ஒன்றுமில்லை ʷo̞n̺d̺ʳɨmɪllʌɪ̯ 
ஒன்றுமே ʷo̞n̺d̺ʳɨmeˑ 
ஒன்றும் ʷo̞n̺d̺ʳɨm 
ஒன்றே ʷo̞n̺d̺ʳeˑ 
ஒன்றை ʷo̞n̺d̺ʳʌɪ̯ 
ஒன்றைச் ʷo̞n̺d̺ʳʌɪ̯tʃ 
ஒன்றைத் ʷo̞n̺d̺ʳʌɪ̯t̪ 
ஒன்றைத்தான் ʷo̞n̺d̺ʳʌɪ̯t̪t̪ɑːn̺ 
ஒன்றைப் ʷo̞n̺d̺ʳʌɪ̯p 
ஒன்றைமட்டும் ʷo̞n̺d̺ʳʌɪ̯mʌ˞ʈʈɨm 
ஒன்றையும் ʷo̞n̺d̺ʳʌjɪ̯ɨm 
ஒன்றையொன்று ʷo̞n̺d̺ʳʌjɪ̯o̞n̺d̺ʳɨ 
ஒன்றோடொன்று ʷo̞n̺d̺ʳo˞ːɽo̞n̺d̺ʳɨ 
ஒன்லைன் ʷo̞n̺lʌɪ̯n̺ 
ஒன் ʷo̞n̺ 
ஒபாமா ʷo̞βɑːmɑː 
ஒபாமாகூறுகையில் ʷo̞βɑːmɑːxuːɾʊxʌjɪ̯ɪl 
ஒபாமாவிடம் ʷo̞βɑːmɑːʋɪ˞ɽʌm 
ஒபாமாவுடன் ʷo̞βɑːmɑːʋʉ̩˞ɽʌn̺ 
ஒபாமாவை ʷo̞βɑːmɑːʋʌɪ̯ 
ஒபெக் ʷo̞βɛ̝k 
ஒப்படைக்க ʷo̞ppʌ˞ɽʌjccə 
ஒப்படைக்கப்பட்டு ʷo̞ppʌ˞ɽʌjccʌppʌ˞ʈʈɨ 
ஒப்படைக்கப்பட்டுள்ளது ʷo̞ppʌ˞ɽʌjccʌppʌ˞ʈʈɨ˞ɭɭʌðɨ 
ஒப்படைக்கப்பட்டுள்ளன ʷo̞ppʌ˞ɽʌjccʌppʌ˞ʈʈɨ˞ɭɭʌn̺ə 
ஒப்படைக்கவில்லை ʷo̞ppʌ˞ɽʌjccʌʋɪllʌɪ̯ 
ஒப்படைக்கிறார் ʷo̞ppʌ˞ɽʌjccɪɾɑːr 
ஒப்படைத்த ʷo̞ppʌ˞ɽʌɪ̯t̪t̪ə 
ஒப்படைத்தது ʷo̞ppʌ˞ɽʌɪ̯t̪t̪ʌðɨ 
ஒப்படைத்தனர் ʷo̞ppʌ˞ɽʌɪ̯t̪t̪ʌn̺ʌr 
ஒப்படைத்தார் ʷo̞ppʌ˞ɽʌɪ̯t̪t̪ɑːr 
ஒப்படைத்து ʷo̞ppʌ˞ɽʌɪ̯t̪t̪ɨ 
ஒப்படைத்துள்ளது ʷo̞ppʌ˞ɽʌɪ̯t̪t̪ɨ˞ɭɭʌðɨ 
ஒப்படைத்துவிட்டேன் ʷo̞ppʌ˞ɽʌɪ̯t̪t̪ɨʋɪ˞ʈʈeːn̺ 
ஒப்படைப்பு ʷo̞ppʌ˞ɽʌɪ̯ppʉ̩ 
ஒப்படைப்புதி ʷo̞ppʌ˞ɽʌɪ̯ppʉ̩ðɪˑ 
ஒப்படைப்பு ʷo̞ppʌ˞ɽʌɪ̯ppʉ̩ 
ஒப்படையுங்கள் ʷo̞ppʌ˞ɽʌjɪ̯ɨŋgʌ˞ɭ 
ஒப்படையுங்கள்” ʷo̞ppʌ˞ɽʌjɪ̯ɨŋgʌ˞ɭ” 
ஒப்பந்த ʷo̞ppʌn̪d̪ə 
ஒப்பந்தங்களின் ʷo̞ppʌn̪d̪ʌŋgʌ˞ɭʼɪn̺ 
ஒப்பந்தங்களில் ʷo̞ppʌn̪d̪ʌŋgʌ˞ɭʼɪl 
ஒப்பந்தங்களும் ʷo̞ppʌn̪d̪ʌŋgʌ˞ɭʼɨm 
ஒப்பந்தங்களை ʷo̞ppʌn̪d̪ʌŋgʌ˞ɭʼʌɪ̯ 
ஒப்பந்தங்களைப் ʷo̞ppʌn̪d̪ʌŋgʌ˞ɭʼʌɪ̯p 
ஒப்பந்தங்கள் ʷo̞ppʌn̪d̪ʌŋgʌ˞ɭ 
ஒப்பந்ததாரராக ʷo̞ppʌn̪d̪ʌðɑːɾʌɾɑːxə 
ஒப்பந்தத் ʷo̞ppʌn̪d̪ʌt̪ 
ஒப்பந்தத்தால் ʷo̞ppʌn̪d̪ʌt̪t̪ɑːl 
ஒப்பந்தத்தின் ʷo̞ppʌn̪d̪ʌt̪t̪ɪn̺ 
ஒப்பந்தத்தின்படி ʷo̞ppʌn̪d̪ʌt̪t̪ɪn̺bʌ˞ɽɪˑ 
ஒப்பந்தத்தில் ʷo̞ppʌn̪d̪ʌt̪t̪ɪl 
ஒப்பந்தத்துக்கு ʷo̞ppʌn̪d̪ʌt̪t̪ɨkkɨ 
ஒப்பந்தத்தை ʷo̞ppʌn̪d̪ʌt̪t̪ʌɪ̯ 
ஒப்பந்தத்தைச் ʷo̞ppʌn̪d̪ʌt̪t̪ʌɪ̯tʃ 
ஒப்பந்தப் ʷo̞ppʌn̪d̪ʌp 
ஒப்பந்தப்படி ʷo̞ppʌn̪d̪ʌppʌ˞ɽɪˑ 
ஒப்பந்தமாக ʷo̞ppʌn̪d̪ʌmɑːxə 
ஒப்பந்தமும் ʷo̞ppʌn̪d̪ʌmʉ̩m 
ஒப்பந்தம் ʷo̞ppʌn̪d̪ʌm 
ஒப்பற்றவளான ʷo̞ppʌt̺t̺ʳʌʋʌ˞ɭʼɑːn̺ə 
ஒப்பானது ʷo̞ppɑːn̺ʌðɨ 
ஒப்பாரி ʷo̞ppɑːɾɪˑ 
ஒப்பிட ʷo̞ppɪ˞ɽə 
ஒப்பிடுகிறாள் ʷo̞ppɪ˞ɽɨçɪɾɑ˞ːɭ 
ஒப்பிடுகையில் ʷo̞ppɪ˞ɽɨxʌjɪ̯ɪl 
ஒப்பிடும் ʷo̞ppɪ˞ɽɨm 
ஒப்பிடும்போது ʷo̞ppɪ˞ɽɨmboːðɨ 
ஒப்பிட்டு ʷo̞ppɪ˞ʈʈɨ 
ஒப்பிட்டுப் ʷo̞ppɪ˞ʈʈɨp 
ஒப்பீடு ʷo̞ppi˞ːɽɨ 
ஒப்பீட்டளவில் ʷo̞ppi˞ːʈʈʌ˞ɭʼʌʋɪl 
ஒப்புகை ʷo̞ppʉ̩xʌɪ̯ 
ஒப்புகொள்வீர்களா ʷo̞ppʉ̩xo̞ɭʋiːrɣʌ˞ɭʼɑː 
ஒப்புக் ʷo̞ppʉ̩k 
ஒப்புக்கொடுக்க ʷo̞ppʉ̩kko̞ɽɨkkə 
ஒப்புக்கொண்ட ʷo̞ppʉ̩kko̞ɳɖə 
ஒப்புக்கொண்டாலும் ʷo̞ppʉ̩kko̞ɳɖɑːlɨm 
ஒப்புக்கொண்டால் ʷo̞ppʉ̩kko̞ɳɖɑːl 
ஒப்புக்கொண்டு ʷo̞ppʉ̩kko̞ɳɖɨ 
ஒப்புக்கொண்டுள்ளனர் ʷo̞ppʉ̩kko̞ɳɖɨ˞ɭɭʌn̺ʌr 
ஒப்புக்கொண்டுள்ளார் ʷo̞ppʉ̩kko̞ɳɖɨ˞ɭɭɑːr 
ஒப்புக்கொள்கிறேன் ʷo̞ppʉ̩kko̞ɭgʲɪɾeːn̺ 
ஒப்புக்கொள்ளக்கூடாது ʷo̞ppʉ̩kko̞ɭɭʌkku˞ːɽɑːðɨ 
ஒப்புக்கொள்ளப்பட்ட ʷo̞ppʉ̩kko̞ɭɭʌppʌ˞ʈʈə 
ஒப்புக்கொள்ளாததால் ʷo̞ppʉ̩kko̞ɭɭɑːðʌðɑːl 
ஒப்புதலுடன் ʷo̞ppʉ̩ðʌlɨ˞ɽʌn̺ 
ஒப்புதலும் ʷo̞ppʉ̩ðʌlɨm 
ஒப்புதலோடு ʷo̞ppʉ̩ðʌlo˞ːɽɨ 
ஒப்புதல் ʷo̞ppʉ̩ðʌl 
ஒமாங் ʷo̞mɑːŋ 
ஒம் ʷo̞m 
ஒய் ʷo̞ɪ̯ 
ஒய்எல்ஜி ʷo̞ɪ̯ɛ̝ldʒɪˑ 
ஒரகடத்தில் ʷo̞ɾʌxʌ˞ɽʌt̪t̪ɪl 
ஒரகடம் ʷo̞ɾʌxʌ˞ɽʌm 
ஒரத்த ʷo̞ɾʌt̪t̪ə 
ஒரத்தநாடு ʷo̞ɾʌt̪t̪ʌn̺ɑ˞ːɽɨ 
ஒரப்பம் ʷo̞ɾʌppʌm 
ஒரிசன் ʷo̞ɾɪsʌn̺ 
ஒரிசாவிலிருந்து ʷo̞ɾɪsɑːʋɪlɪɾɨn̪d̪ɨ 
ஒரிஜனல் ʷo̞ɾɪdʒʌn̺ʌl 
ஒரிஜினலைப் ʷo̞ɾɪdʒɪn̺ʌlʌɪ̯p 
ஒரிஜினல் ʷo̞ɾɪdʒɪn̺ʌl 
ஒரியா ʷo̞ɾɪɪ̯ɑː 
ஒரிரு ʷo̞ɾɪɾɨ 
ஒரு ʷo̞ɾɨ 
ஒருகட்டத்தில் ʷo̞ɾɨxʌ˞ʈʈʌt̪t̪ɪl 
ஒருகாரை ʷo̞ɾɨxɑːɾʌɪ̯ 
ஒருகாலத்தில் ʷo̞ɾɨxɑːlʌt̪t̪ɪl 
ஒருங் ʷo̞ɾɨŋ 
ஒருங்கி ʷo̞ɾɨŋʲgʲɪˑ 
ஒருங்கிணைகிறது ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯gʲɪɾʌðɨ 
ஒருங்கிணைக்க ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌjccə 
ஒருங்கிணைக்கிறது ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌjccɪɾʌðɨ 
ஒருங்கிணைக்கும் ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌjccɨm 
ஒருங்கிணைத்து ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯t̪t̪ɨ 
ஒருங்கிணைத்துள்ளது ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯t̪t̪ɨ˞ɭɭʌðɨ 
ஒருங்கிணைத்தோம் ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯t̪t̪oːm 
ஒருங்கிணைந்த ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯n̪d̪ə 
ஒருங்கிணைந்து ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯n̪d̪ɨ 
ஒருங்கிணைந்துள்ளோம் ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯n̪d̪ɨ˞ɭɭoːm 
ஒருங்கிணைப் ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯p 
ஒருங்கிணைப்பது ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯ppʌðɨ 
ஒருங்கிணைப்பாளராக ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯ppɑ˞ːɭʼʌɾɑːxə 
ஒருங்கிணைப்பாளராகிய ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯ppɑ˞ːɭʼʌɾɑːçɪɪ̯ə 
ஒருங்கிணைப்பாளருமான ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯ppɑ˞ːɭʼʌɾɨmɑːn̺ə 
ஒருங்கிணைப்பாளரும் ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯ppɑ˞ːɭʼʌɾɨm 
ஒருங்கிணைப்பாளர் ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯ppɑ˞ːɭʼʌr 
ஒருங்கிணைப்பு ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯ppʉ̩ 
ஒருங்கிணைப்பை ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯ppʌɪ̯ 
ஒருங்கிணைப்பையும் ʷo̞ɾɨŋʲgʲɪ˞ɳʼʌɪ̯ppʌjɪ̯ɨm 
ஒருங்கே ʷo̞ɾɨŋgeˑ 
ஒருசில ʷo̞ɾɨsɪlə 
ஒருசிலவற்றை ʷo̞ɾɨsɪlʌʋʌt̺t̺ʳʌɪ̯ 
ஒருசேர ʷo̞ɾɨseːɾə 
ஒருதலைபட்சமாக ʷo̞ɾɨðʌlʌɪ̯βʌ˞ʈtʃʌmɑːxə 
ஒருத்தன ʷo̞ɾɨt̪t̪ʌn̺ə 
ஒருத்தி ʷo̞ɾɨt̪t̪ɪˑ 
ஒருத்தியிடம் ʷo̞ɾɨt̪t̪ɪɪ̯ɪ˞ɽʌm 
ஒருத்தியையும் ʷo̞ɾɨt̪t̪ɪɪ̯ʌjɪ̯ɨm 
ஒருநாள் ʷo̞ɾɨn̺ɑ˞ːɭ 
ஒருபக்கம் ʷo̞ɾɨβʌkkʌm 
ஒருபடி ʷo̞ɾɨβʌ˞ɽɪˑ 
ஒருபிரிவாகவே ʷo̞ɾɨβɪɾɪʋɑːxʌʋeˑ 
ஒருபிரிவான ʷo̞ɾɨβɪɾɪʋɑːn̺ə 
ஒருபுறமிருந்தாலும் ʷo̞ɾɨβʉ̩ɾʌmɪɾɨn̪d̪ɑːlɨm 
ஒருபுறம் ʷo̞ɾɨβʉ̩ɾʌm 
ஒருபைசா ʷo̞ɾɨβʌɪ̯tʃɑː 
ஒருபோதும் ʷo̞ɾɨβoːðɨm 
ஒருமணி ʷo̞ɾɨmʌ˞ɳʼɪˑ 
ஒருமனதாக ʷo̞ɾɨmʌn̺ʌðɑːxə 
ஒருமுகப்படுத்தி ʷo̞ɾɨmʉ̩xʌppʌ˞ɽɨt̪t̪ɪˑ 
ஒருமுறை ʷo̞ɾɨmʉ̩ɾʌɪ̯ 
ஒருமுறையாவது ʷo̞ɾɨmʉ̩ɾʌjɪ̯ɑːʋʌðɨ 
ஒருமுறையும் ʷo̞ɾɨmʉ̩ɾʌjɪ̯ɨm 
ஒருமை ʷo̞ɾɨmʌɪ̯ 
ஒருவகையான ʷo̞ɾɨʋʌxʌjɪ̯ɑːn̺ə 
ஒருவகையில் ʷo̞ɾɨʋʌxʌjɪ̯ɪl 
ஒருவனாக ʷo̞ɾɨʋʌn̺ɑːxə 
ஒருவனாகவும் ʷo̞ɾɨʋʌn̺ɑːxʌʋʉ̩m 
ஒருவனான ʷo̞ɾɨʋʌn̺ɑːn̺ə 
ஒருவனிடம் ʷo̞ɾɨʋʌn̺ɪ˞ɽʌm 
ஒருவனை ʷo̞ɾɨʋʌn̺ʌɪ̯ 
ஒருவனைக் ʷo̞ɾɨʋʌn̺ʌɪ̯k 
ஒருவனைத் ʷo̞ɾɨʋʌn̺ʌɪ̯t̪ 
ஒருவன் ʷo̞ɾɨʋʌn̺ 
ஒருவன் ʷo̞ɾɨʋʌn̺ 
ஒருவன் ʷo̞ɾɨʋʌn̺ 
ஒருவரது ʷo̞ɾɨʋʌɾʌðɨ 
ஒருவராக ʷo̞ɾɨʋʌɾɑːxə 
ஒருவரான ʷo̞ɾɨʋʌɾɑːn̺ə 
ஒருவராய் ʷo̞ɾɨʋʌɾɑːɪ̯ 
ஒருவரால் ʷo̞ɾɨʋʌɾɑːl 
ஒருவராவார் ʷo̞ɾɨʋʌɾɑːʋɑːr 
ஒருவரிடமே ʷo̞ɾɨʋʌɾɪ˞ɽʌmeˑ 
ஒருவரிடம் ʷo̞ɾɨʋʌɾɪ˞ɽʌm 
ஒருவரின் ʷo̞ɾɨʋʌɾɪn̺ 
ஒருவருக்கு ʷo̞ɾɨʋʌɾɨkkɨ 
ஒருவருக்குத் ʷo̞ɾɨʋʌɾɨkkɨt̪ 
ஒருவருக்குத்தான் ʷo̞ɾɨʋʌɾɨkkɨt̪t̪ɑːn̺ 
ஒருவருக்கும் ʷo̞ɾɨʋʌɾɨkkɨm 
ஒருவருக்கொருவரின் ʷo̞ɾɨʋʌɾɨkko̞ɾɨʋʌɾɪn̺ 
ஒருவருக்கொருவர் ʷo̞ɾɨʋʌɾɨkko̞ɾɨʋʌr 
ஒருவருடத்துக்கும் ʷo̞ɾɨʋʌɾɨ˞ɽʌt̪t̪ɨkkɨm 
ஒருவருடன் ʷo̞ɾɨʋʌɾɨ˞ɽʌn̺ 
ஒருவருடைய ʷo̞ɾɨʋʌɾɨ˞ɽʌjɪ̯ə 
ஒருவரும் ʷo̞ɾɨʋʌɾɨm 
ஒருவரை ʷo̞ɾɨʋʌɾʌɪ̯ 
ஒருவரைக் ʷo̞ɾɨʋʌɾʌɪ̯k 
ஒருவரைச் ʷo̞ɾɨʋʌɾʌɪ̯tʃ 
ஒருவரைப் ʷo̞ɾɨʋʌɾʌɪ̯p 
ஒருவரையொருவர் ʷo̞ɾɨʋʌɾʌjɪ̯o̞ɾɨʋʌr 
ஒருவரோடு ʷo̞ɾɨʋʌɾo˞ːɽɨ 
ஒருவர் ʷo̞ɾɨʋʌr 
ஒருவர்தான் ʷo̞ɾɨʋʌrðɑːn̺ 
ஒருவழியாக ʷo̞ɾɨʋʌ˞ɻɪɪ̯ɑːxə 
ஒருவழியாகக் ʷo̞ɾɨʋʌ˞ɻɪɪ̯ɑːxʌk 
ஒருவழியாய் ʷo̞ɾɨʋʌ˞ɻɪɪ̯ɑːɪ̯ 
ஒருவித ʷo̞ɾɨʋɪðə 
ஒருவிதமான ʷo̞ɾɨʋɪðʌmɑːn̺ə 
ஒருவிதம் ʷo̞ɾɨʋɪðʌm 
ஒருவேளை ʷo̞ɾɨʋe˞ːɭʼʌɪ̯ 
ஒரே ʷo̞ɾeˑ 
ஒரேகட்டமாக ʷo̞ɾeːxʌ˞ʈʈʌmɑːxə 
ஒரேகான் ʷo̞ɾeːxɑːn̺ 
ஒரேயடியாக ʷo̞ɾeːɪ̯ʌ˞ɽɪɪ̯ɑːxə 
ஒரேயொரு ʷo̞ɾeːɪ̯o̞ɾɨ 
ஒரேவிதமான ʷo̞ɾeːʋɪðʌmɑːn̺ə 
ஒர் ʷo̞r 
ஒர்க் ʷo̞rk 
ஒர்க்கர்களான ʷo̞rkkʌrɣʌ˞ɭʼɑːn̺ə 
ஒர்ஹானும் ʷo̞rɦɑːn̺ɨm 
ஒற்றுமை ʷo̞t̺t̺ʳɨmʌɪ̯ 
ஒற்றுமைகளில் ʷo̞t̺t̺ʳɨmʌɪ̯xʌ˞ɭʼɪl 
ஒற்றுமையுடன் ʷo̞t̺t̺ʳɨmʌjɪ̯ɨ˞ɽʌn̺ 
ஒற்றுமையை ʷo̞t̺t̺ʳɨmʌjɪ̯ʌɪ̯ 
ஒற்றுமையையும் ʷo̞t̺t̺ʳɨmʌjɪ̯ʌjɪ̯ɨm 
ஒற்றை ʷo̞t̺t̺ʳʌɪ̯ 
ஒற்றைச்சாளர ʷo̞t̺t̺ʳʌɪ̯tʃtʃɑ˞ːɭʼʌɾə 
ஒற்றையர் ʷo̞t̺t̺ʳʌjɪ̯ʌr 
ஒலக்கூர் ʷo̞lʌkkuːr 
ஒலா ʷo̞lɑː 
ஒலாரு ʷo̞lɑːɾɨ 
ஒலி ʷo̞lɪˑ 
ஒலிக்கப்படும் ʷo̞lɪkkʌppʌ˞ɽɨm 
ஒலிக்கும் ʷo̞lɪkkɨm 
ஒலிபரப்பப்பட்டு ʷo̞lɪβʌɾʌppʌppʌ˞ʈʈɨ 
ஒலிபெருக்கிகளை ʷo̞lɪβɛ̝ɾɨkkʲɪxʌ˞ɭʼʌɪ̯ 
ஒலிபெருக்கியை ʷo̞lɪβɛ̝ɾɨkkʲɪɪ̯ʌɪ̯ 
ஒலிப் ʷo̞lɪp 
ஒலிம்பிக் ʷo̞lɪmbɪk 
ஒலிம்பிக்போட்டிக்கு ʷo̞lɪmbɪkpo˞ːʈʈɪkkɨ 
ஒலிம்பிக்ஸ் ʷo̞lɪmbɪks 
ஒலியை ʷo̞lɪɪ̯ʌɪ̯ 
ஒலிவடிவங்களை ʷo̞lɪʋʌ˞ɽɪʋʌŋgʌ˞ɭʼʌɪ̯ 
ஒலிவியா ʷo̞lɪʋɪɪ̯ɑː 
ஒலே ʷo̞leˑ 
ஒலேகா ʷo̞leːxɑː 
ஒல்கா ʷo̞lxɑː 
ஒளரங் ʷo̞ɭʼʌɾʌŋ 
ஒளி ʷo̞ɭʼɪˑ 
ஒளிச்சேர்க்கை ʷo̞ɭʼɪtʃtʃeːrkkʌɪ̯ 
ஒளித்து ʷo̞ɭʼɪt̪t̪ɨ 
ஒளிந்திருக்கும் ʷo̞ɭʼɪn̪d̪ɪɾɨkkɨm 
ஒளிந்து ʷo̞ɭʼɪn̪d̪ɨ 
ஒளிபரப்ப ʷo̞ɭʼɪβʌɾʌppə 
ஒளிபரப்பப்படும் ʷo̞ɭʼɪβʌɾʌppʌppʌ˞ɽɨm 
ஒளிபரப்பப்பட்டது ʷo̞ɭʼɪβʌɾʌppʌppʌ˞ʈʈʌðɨ 
ஒளிபரப்பப்பட்டு ʷo̞ɭʼɪβʌɾʌppʌppʌ˞ʈʈɨ 
ஒளிபரப்பாகிறது ʷo̞ɭʼɪβʌɾʌppɑːçɪɾʌðɨ 
ஒளிபரப்பிய ʷo̞ɭʼɪβʌɾʌppɪɪ̯ə 
ஒளிபரப்பு ʷo̞ɭʼɪβʌɾʌppʉ̩ 
ஒளிபரப்பும் ʷo̞ɭʼɪβʌɾʌppʉ̩m 
ஒளிப்பதிவாளர் ʷo̞ɭʼɪppʌðɪʋɑ˞ːɭʼʌr 
ஒளிப்பதிவாளர்கள் ʷo̞ɭʼɪppʌðɪʋɑ˞ːɭʼʌrɣʌ˞ɭ 
ஒளிப்பதிவில் ʷo̞ɭʼɪppʌðɪʋɪl 
ஒளிப்பதிவு ʷo̞ɭʼɪppʌðɪʋʉ̩ 
ஒளிமயமாக்கப்பட்டு ʷo̞ɭʼɪmʌɪ̯ʌmɑːkkʌppʌ˞ʈʈɨ 
ஒளிமயமான ʷo̞ɭʼɪmʌɪ̯ʌmɑːn̺ə 
ஒளிமிக்கதாக ʷo̞ɭʼɪmɪkkʌðɑːxə 
ஒளியாக ʷo̞ɭʼɪɪ̯ɑːxə 
ஒளியினைப் ʷo̞ɭʼɪɪ̯ɪn̺ʌɪ̯p 
ஒளியின் ʷo̞ɭʼɪɪ̯ɪn̺ 
ஒளியில் ʷo̞ɭʼɪɪ̯ɪl 
ஒளியுடன் ʷo̞ɭʼɪɪ̯ɨ˞ɽʌn̺ 
ஒளியை ʷo̞ɭʼɪɪ̯ʌɪ̯ 
ஒளிரும் ʷo̞ɭʼɪɾɨm 
ஒளிர்வதற்கான ʷo̞ɭʼɪrʋʌðʌrkɑːn̺ə 
ஒழிக்க ʷo̞ɻɪkkə 
ஒழிக்கப்படும் ʷo̞ɻɪkkʌppʌ˞ɽɨm 
ஒழிக்கப்பட்ட ʷo̞ɻɪkkʌppʌ˞ʈʈə 
ஒழிக்கப்பட்டனர் ʷo̞ɻɪkkʌppʌ˞ʈʈʌn̺ʌr 
ஒழிக்கப்பட்டு ʷo̞ɻɪkkʌppʌ˞ʈʈɨ 
ஒழிக்கப்பட்டுள்ளது ʷo̞ɻɪkkʌppʌ˞ʈʈɨ˞ɭɭʌðɨ 
ஒழிக்கமுடியாது ʷo̞ɻɪkkʌmʉ̩˞ɽɪɪ̯ɑːðɨ 
ஒழிக்கலாம் ʷo̞ɻɪkkʌlɑːm 
ஒழிக்கவேண்டும் ʷo̞ɻɪkkʌʋe˞ːɳɖɨm 
ஒழிக்கின்ற ʷo̞ɻɪkkʲɪn̺d̺ʳə 
ஒழிக்கும் ʷo̞ɻɪkkɨm 
ஒழித்தால் ʷo̞ɻɪt̪t̪ɑːl 
ஒழித்து ʷo̞ɻɪt̪t̪ɨ 
ஒழிப்பதற் ʷo̞ɻɪppʌðʌr 
ஒழிப்பதற்காக ʷo̞ɻɪppʌðʌrkɑːxə 
ஒழிப்பது ʷo̞ɻɪppʌðɨ 
ஒழிப்பதை ʷo̞ɻɪppʌðʌɪ̯ 
ஒழிப்பிற்காக ʷo̞ɻɪppɪrkɑːxə 
ஒழிப்பு ʷo̞ɻɪppʉ̩ 
ஒழிப்புக்கான ʷo̞ɻɪppʉ̩kkɑːn̺ə 
ஒழிப்புக்கும் ʷo̞ɻɪppʉ̩kkɨm 
ஒழிப்பேன் ʷo̞ɻɪppeːn̺ 
ஒழிப்போம் ʷo̞ɻɪppoːm 
ஒழியட்டும் ʷo̞ɻɪɪ̯ʌ˞ʈʈɨm 
ஒழுக்கத்துடன் ʷo̞ɻɨkkʌt̪t̪ɨ˞ɽʌn̺ 
ஒழுக்கம் ʷo̞ɻɨkkʌm 
ஒழுங் ʷo̞ɻɨŋ 
ஒழுங்காக ʷo̞ɻɨŋgɑːxə 
ஒழுங்காய் ʷo̞ɻɨŋgɑːɪ̯ 
ஒழுங்காய்ச் ʷo̞ɻɨŋgɑːɪ̯tʃ 
ஒழுங்கில் ʷo̞ɻɨŋʲgʲɪl 
ஒழுங்கீன ʷo̞ɻɨŋʲgʲiːn̺ə 
ஒழுங்கீனமான ʷo̞ɻɨŋʲgʲiːn̺ʌmɑːn̺ə 
ஒழுங்கு ʷo̞ɻɨŋgɨ 
ஒழுங்குபடுத்தி ʷo̞ɻɨŋgɨβʌ˞ɽɨt̪t̪ɪˑ 
ஒழுங்குப் ʷo̞ɻɨŋgɨp 
ஒழுங்குமுறை ʷo̞ɻɨŋgɨmʉ̩ɾʌɪ̯ 
ஒவ்வாத ʷo̞ʊ̯ʋɑːðə 
ஒவ்வொன்றாக ʷo̞ʊ̯ʋo̞n̺d̺ʳɑːxə 
ஒவ்வொன்றாகக் ʷo̞ʊ̯ʋo̞n̺d̺ʳɑːxʌk 
